IMU-X,IMU-Y,IMU-Z, ADXL-X,ADXL-Y,ADXL-Z
25.09, -22.85, -2.48, -8.08, -70.37, 160.59
-17.03, 42.84, -60.75, 6.51, -27.38, 34.75
2.45, 10.39, -15.50, 30.13, 58.06, -108.11
18.98, 18.31, 8.25, 11.45, -0.31, 13.96
12.69, -0.63, 18.33, 3.37, -46.92, 24.63
1.41, -6.96, 15.00, 114.93, 79.00, 35.93
-8.62, 150.11, -74.91, 13.65, -160.67, 105.52
13.82, 0.84, -35.64, -155.81, -160.67, -8.79
20.52, 22.79, -24.24, 140.04, 160.59, -160.67
-29.83, 59.28, 36.76, -8.71, -4.24, 27.85
12.70, -35.49, -3.09, 0.16, -25.42, 4.71
6.82, -3.32, -0.48, 12.79, -10.98, 2.51
9.47, 8.27, -0.22, 18.67, 156.04, -160.67
-20.08, -69.32, 34.14, -119.95, 146.32, 116.97
17.86, 21.76, -34.01, 94.07, 108.19, -116.74
-20.65, 11.05, 25.49, 42.29, -42.68, 94.54
28.21, -13.31, -90.24, -7.22, 10.51, 39.62
12.92, -3.49, -0.18, 18.99, -10.12, -12.24
7.72, 15.20, 7.59, 12.32, -12.32, 7.77
8.44, 0.69, 2.76, 4.16, -21.10, 25.34
7.48, -15.44, 12.37, 5.57, -22.36, 17.34
4.90, -2.77, 5.37, 18.36, -154.08, 62.84
-17.44, -14.55, 13.78, 7.53, -30.83, 30.13
5.88, 54.41, -43.14, 106.93, 3.53, -56.17
-11.39, 23.24, -33.22, 21.26, 59.23, 14.04
5.84, 18.95, -30.69, -0.71, -33.19, 5.26
3.55, -17.93, 24.32, 66.76, -160.04, 24.56
1.78, -29.48, -28.09, 7.53, 0.55, 7.77
25.23, 29.42, -45.76, -0.63, -45.66, 5.81
31.44, -26.26, 22.49, -99.56, -52.25, -111.17
17.75, -64.68, 20.14, 4.71, -26.67, 16.00
3.46, 4.34, 1.71, 8.08, 14.36, 4.79
51.16, 4.22, 0.61, -29.58, -18.75, 7.14
10.67, -6.50, 26.40, 160.59, -32.17, -160.67
-90.70, 160.00, -116.04, 12.79, -25.73, 42.13
17.44, -4.47, 6.09, -18.91, -9.65, 69.27
26.19, 54.96, -73.58, 10.20, -34.44, 32.24
3.06, -6.91, 29.37, -0.47, -26.60, 28.56
1.78, -7.60, 33.34, -9.81, -83.79, -43.46
-9.12, -17.74, 25.65, -16.40, -9.34, 152.12
6.31, 14.88, -10.70, -45.74, -44.40, -77.04
24.49, 6.70, -5.41, 6.98, -41.03, 40.09
37.37, -27.85, 13.70, 143.02, -160.67, 124.74
25.27, -5.69, -8.92, 25.26, -4.79, 6.04
0.93, 10.69, 2.74, 5.41, -12.40, 18.91
3.79, 9.63, 16.29, -54.29, -160.67, 68.02
31.60, -66.31, -15.51, 7.06, -7.14, 60.49
29.10, 6.60, 16.29, -40.40, -151.10, 160.59
35.81, -17.08, -21.35, 11.30, -28.56, 29.58
0.80, 18.33, 21.60, 10.04, 58.53, 54.76
-19.86, 14.90, 59.39, 2.51, -17.89, 42.99
11.48, 19.01, 11.54, -4.55, -71.86, 99.48
16.34, -46.67, -3.46, 6.12, -26.44, 95.63
-11.10, 63.13, -20.25, 0.08, -17.73, 9.41
25.37, -32.40, -19.86, 8.32, -12.87, -95.79
2.49, -61.20, 26.02, -25.03, -40.17, 35.54
17.61, -63.97, 32.53, -1.57, -45.42, 52.96
6.96, 7.45, -9.85, -2.51, -8.16, -121.60
1.77, -26.55, 10.62, -19.77, -24.09, -10.36
-0.07, 3.99, 14.86, -14.28, -12.63, 46.05
7.15, -14.23, -26.90, 160.59, 148.36, 58.45
-105.08, 86.40, -56.08, 27.22, -13.18, 21.97
4.57, -38.88, 25.98, 160.59, 160.59, 62.76
-25.67, 95.45, -44.83, 7.77, -17.89, -0.24
-1.06, -3.46, 95.29, -3.22, -13.26, 25.26
-3.33, 1.25, 20.67, -24.79, -25.73, 23.07
-0.79, -37.63, -0.42, -4.39, -19.30, 35.85
13.26, 20.95, -9.80, 160.59, 143.80, 13.49
-58.71, 76.62, -47.32, 15.14, 0.00, -134.47
16.02, -43.64, 31.95, -10.83, -19.53, -78.77
18.87, -44.41, 44.11, 0.86, -24.48, 31.38
7.17, -26.23, -2.41, -8.47, -32.17, 35.15
2.01, -18.36, 43.78, -5.02, -15.38, 14.28
-11.53, -6.10, 68.26, 45.66, 160.59, -160.67
-13.36, 67.25, -29.73, 0.55, -0.71, 5.57
5.77, -22.23, 2.99, -30.68, -18.99, -29.18
3.92, 27.91, -23.22, 3.30, -6.67, 35.30
3.50, -16.42, 58.74, 0.24, -20.55, 36.64
3.78, 8.23, 64.36, -8.32, -14.67, 24.56
10.76, 2.94, 0.57, 2.98, 39.15, -73.98
1.09, -3.94, 1.48, 15.22, -10.83, 18.51
9.00, 14.66, -20.13, -5.02, -21.50, 24.09
12.19, 5.33, 6.77, 0.24, 8.08, -4.79
9.91, -12.31, 6.87, 9.34, -0.55, 2.75
-0.30, 6.84, 1.02, 0.63, -4.86, 17.57
4.06, -0.66, 19.02, 4.24, -1.02, 5.49
9.04, 27.92, -10.68, 1.26, 0.71, 12.87
14.93, -5.62, 0.87, 10.28, 1.49, -3.92
4.14, 1.39, 12.91, 8.16, 1.65, -5.81
-0.01, -0.83, 13.40, 4.00, 5.96, 4.71
3.12, -4.61, 3.49, 10.75, -0.55, 2.67
8.23, 1.34, 8.74, 8.24, 1.57, -10.51
6.28, -3.59, 8.81, 7.61, -2.82, 2.90
7.31, 6.74, -3.73, 5.57, 2.75, 3.37
6.23, -11.98, 8.53, 5.57, 5.02, -10.36
3.13, -2.12, 10.33, 7.77, 6.67, -4.47
6.06, -1.85, 4.57, 8.08, 3.06, -4.86
5.43, -2.28, 8.85, 7.69, 1.96, -11.30
5.98, -2.05, 6.49, 7.14, 1.18, -7.14
5.70, -5.46, 9.36, 7.53, 3.06, -8.63
4.78, -1.43, 12.23, 7.77, 5.10, -7.06
6.43, -0.70, 5.55, 7.53, 1.73, -6.20
6.06, -0.96, 7.51, 8.79, 3.37, -6.28
=
