IMU-X,IMU-Y,IMU-Z, ADXL-X,ADXL-Y,ADXL-Z
15.89, -75.52, -10.42, 29.81, 89.91, -160.67
-30.14, -7.02, 1.78, 160.59, 9.41, 25.65
0.12, 14.20, -34.44, 17.57, -50.52, -65.67
-21.05, 0.90, 42.36, -0.39, -19.61, -160.67
-37.51, -58.04, 88.66, 27.30, -58.45, -64.72
-36.19, 58.47, -38.30, 24.16, -95.16, -37.19
-0.36, -23.40, -6.05, -34.83, -2.43, 65.90
14.64, -8.06, 79.94, 15.06, 52.72, -35.23
-3.65, 88.46, -13.21, 10.59, -26.67, 24.01
2.49, 13.46, 82.29, 10.36, -64.10, -26.60
-22.09, -109.98, 139.47, 160.59, -20.08, 17.81
6.46, -31.11, -68.09, -58.60, 7.85, 102.15
6.50, -26.86, -9.71, -99.95, -2.12, 159.89
17.80, -82.11, -12.76, -50.60, 1.88, 28.71
47.33, 26.67, -51.33, -8.94, -26.75, 3.45
-4.78, -9.75, 51.21, 160.59, -8.87, -105.44
-53.22, 40.58, 34.13, 11.85, -50.84, 12.79
-32.53, 55.20, 3.94, 7.61, 23.93, -160.67
-34.64, -44.04, -29.55, 160.59, 33.66, -6.51
38.13, -0.09, -35.29, 160.59, -25.11, 138.94
21.05, -41.98, -27.13, 22.59, -26.12, -14.98
-6.46, 60.28, -6.74, 160.59, -68.57, 17.02
-24.13, 13.88, -13.90, 72.57, 160.59, 55.78
-28.79, 80.00, -54.50, 160.59, 65.35, 68.02
20.38, -67.32, -18.99, 6.83, 6.67, 63.39
57.19, 12.04, 9.35, -45.11, -4.63, -160.67
6.67, -54.25, 6.74, 5.88, -14.28, 1.57
21.58, -2.71, 1.20, 47.62, -55.94, 49.66
4.99, -16.95, 73.41, 1.96, -13.81, -6.59
13.71, 21.65, 98.01, -6.67, -58.37, 121.37
30.11, -9.81, 37.34, 83.47, 92.57, 18.83
-26.23, 46.55, -24.45, 14.75, -13.89, -2.51
12.18, 16.18, 31.89, 18.12, -2.67, 31.07
2.92, -30.00, 19.30, -8.79, -1.88, 45.66
12.60, -53.82, -12.68, -22.67, -10.59, 128.04
7.28, -48.07, 18.51, 46.60, -57.90, 138.39
18.63, 45.09, -120.67, 7.30, -13.65, 25.11
9.14, -3.30, 9.35, -23.77, 27.30, 62.06
-34.48, -23.02, 160.00, -160.67, -99.24, 71.78
20.86, -6.24, -32.08, -5.41, 0.94, 51.31
1.11, 8.36, 94.54, 160.59, 96.58, -18.20
-17.44, 13.33, 56.70, 7.45, 20.24, -20.32
38.48, -42.69, -60.91, -160.67, 9.89, 154.40
12.59, -4.26, -26.88, 5.49, -15.69, 19.14
36.81, -5.87, 6.48, -8.16, 27.62, 20.55
70.31, -1.79, -24.80, -4.47, 4.39, -2.28
24.04, -41.59, 22.10, 109.68, 5.41, -31.22
-2.14, 36.67, -66.59, 20.63, 27.54, 28.24
24.87, -7.38, -47.77, 160.59, 4.94, -160.67
-86.38, 160.00, -64.79, 4.00, -9.34, 46.05
6.66, -37.11, 114.41, -1.57, -2.51, 9.41
22.43, 47.04, -1.77, 17.81, 3.84, -101.28
8.64, -36.53, -0.67, 4.86, 9.41, 20.08
6.49, -2.48, -4.41, 1.10, -33.73, 60.25
30.41, 30.49, 103.91, 104.66, -105.05, 11.77
-3.37, -24.67, 2.37, 6.35, 6.20, 5.65
26.10, 7.85, -0.05, 57.35, -22.12, 22.91
-14.86, 64.64, 83.95, -25.03, 23.61, -34.91
15.87, -45.31, -43.67, -31.15, -21.34, 100.42
12.40, 1.09, -34.91, -83.00, 60.80, 59.39
25.36, 3.38, -88.03, 1.26, 14.83, 23.07
10.98, -5.65, 28.82, 160.59, -13.42, -61.59
-33.46, 44.87, -1.24, 78.85, 23.46, -37.58
-15.96, 24.09, -25.60, -1.65, 13.81, 2.20
1.70, -3.84, 29.18, -3.84, -16.24, 2.98
-1.80, 18.73, 48.81, 0.63, 96.03, -160.67
-25.43, 11.11, 3.89, 13.18, -5.02, 11.85
-4.55, -9.52, 4.93, 7.45, -0.31, -78.22
-3.76, -6.43, 35.74, 13.65, -3.14, -7.53
6.99, -3.31, 2.32, 4.79, -10.75, -8.55
4.49, 10.07, 16.66, 8.08, -4.08, -24.24
7.71, -5.21, 4.71, 13.02, 2.75, 3.92
6.95, 1.53, 4.13, 9.26, 4.16, -7.14
6.91, 0.76, 8.42, 6.75, 1.33, -6.90
5.73, 2.62, 6.90, 8.71, 0.39, -2.82
6.64, 0.58, 8.50, 11.53, 5.73, -6.98
8.43, -7.17, -3.65, 6.28, 4.39, -1.41
8.65, -1.78, 9.06, 7.61, 1.96, -13.10
7.87, -3.11, 2.63, 6.75, 3.69, -6.98
=
