IMU-X,IMU-Y,IMU-Z, ADXL-X,ADXL-Y,ADXL-Z
5.31, 1.94, -2.46, 9.96, -31.54, 36.64
-4.49, 19.10, 6.10, 35.70, -5.02, 44.17
8.48, 0.00, 5.30, 2.82, 1.96, 9.02
3.81, 25.96, 56.56, -45.97, -22.05, -14.67
20.20, 1.19, -19.08, 32.48, 65.74, -93.59
2.91, -0.99, 51.18, 16.79, -24.56, 11.30
5.19, 17.99, 6.99, -8.08, -24.32, 38.52
7.28, -11.92, 5.51, 53.19, 46.76, -64.02
8.17, 11.84, -16.55, 1.49, 24.71, 19.14
15.75, 7.30, 15.84, -2.51, 11.77, -4.47
2.66, -13.06, -32.30, 2.82, -19.38, 28.95
13.54, -21.16, -21.00, -1.65, 12.24, 4.24
2.00, 31.33, 37.44, 28.95, -60.17, -160.67
1.59, 23.95, -4.99, 8.16, -9.10, -5.33
15.74, -2.98, 22.87, 40.25, -20.08, -66.45
3.45, 16.20, 22.78, -18.75, -12.08, 35.38
11.65, 3.19, -0.59, 7.85, 3.53, 24.40
-7.37, 1.97, 18.77, -98.30, 23.46, -33.34
3.85, -16.29, 8.79, 9.02, 29.11, -141.76
13.82, -26.60, 7.45, -1.02, 29.11, -4.47
11.12, -9.59, -1.39, -25.42, -34.05, 39.07
9.82, 15.60, 15.64, 23.14, -13.89, 28.87
13.74, 19.10, -7.17, 5.18, 12.08, -37.97
0.02, -1.69, 19.04, 36.09, -34.36, -64.72
21.03, 35.52, 31.36, 17.26, -17.42, 11.38
10.19, 5.46, 5.21, 3.77, 41.27, 44.64
9.33, 3.87, 16.66, 21.03, 45.19, -75.16
5.22, 4.49, 14.37, -66.14, -12.87, 35.30
17.13, 11.59, -36.82, 29.66, -2.98, 107.95
-2.16, 52.37, 37.38, -32.87, 47.54, 14.04
11.79, 6.26, 1.93, 66.45, 96.11, 4.94
22.96, -10.16, -3.60, 10.28, -12.63, 25.73
6.28, -0.91, 9.54, 31.62, 9.89, 36.09
-3.32, -20.34, 14.06, 26.75, -9.73, -105.21
1.95, -9.47, -19.50, 17.10, -63.70, -160.67
1.55, 6.49, 15.14, 23.54, 15.06, 52.88
4.13, -6.32, 30.80, -2.35, 8.47, 81.04
9.87, -2.41, -18.70, -49.58, 9.26, 15.46
11.75, -25.46, -8.89, 133.84, -7.61, 83.32
-8.25, 45.63, -1.28, -16.79, 29.73, 39.54
26.47, 12.73, -18.39, -33.26, 34.13, -29.42
19.83, -40.49, -11.94, -5.02, -9.73, 42.68
-2.86, 2.09, 19.15, -21.57, -11.69, 48.41
5.32, -11.45, 7.02, 160.59, -64.33, 160.59
17.18, 0.42, -42.93, -9.57, -15.22, 34.91
20.90, 4.89, -18.61, -5.33, 29.50, 81.28
11.66, -16.36, -6.62, -15.38, 77.20, 45.27
12.90, -17.05, -45.20, 22.12, -10.04, 15.61
-20.62, 28.97, 90.53, 5.02, -8.63, 4.47
34.12, 2.84, 8.35, 4.79, 16.71, 14.20
15.06, -5.48, 22.18, 160.59, 26.67, -5.88
0.92, 31.36, -36.52, 98.85, -19.69, 39.15
21.26, 18.46, 17.94, 54.92, 16.40, -3.14
17.64, -60.07, 47.98, -1.02, -5.73, 21.34
5.10, 0.47, 24.35, -2.75, -1.80, -11.53
-2.35, 17.39, 58.73, -2.04, 10.67, 43.23
13.37, -7.45, 24.90, 48.48, 30.52, -91.08
-3.34, -4.18, 66.10, 23.07, 84.42, -1.49
14.81, -29.05, -5.39, 40.87, 3.14, 49.43
5.42, 11.84, 5.11, 45.11, 21.73, 56.56
2.70, -3.20, 17.65, -33.81, 13.42, -6.04
1.32, -19.49, -35.50, 4.94, 30.52, 8.63
12.23, 7.02, 39.29, 160.59, -60.17, 38.99
3.68, 30.91, -31.80, -101.99, 80.65, 12.40
14.67, -7.37, -29.11, 17.34, -13.65, -33.34
-9.53, 51.23, 3.97, 33.97, 78.85, -160.67
-24.33, -39.08, 1.70, 6.35, -0.47, -5.65
6.75, 28.56, -10.07, 18.67, 18.36, 22.28
25.46, -14.14, -12.07, 43.23, 160.59, -78.85
-8.29, 23.46, -1.21, 51.62, -100.50, -160.67
-17.09, 10.40, 9.06, -2.82, -14.51, -14.75
9.92, 6.30, 73.94, 8.79, 21.18, -4.08
7.37, -6.54, -14.09, 0.00, 18.04, -9.18
13.52, -17.15, 1.05, 40.64, -78.53, -117.21
-17.96, 43.51, -28.13, 58.29, -45.19, -89.52
-21.46, 43.57, -15.09, -17.97, 24.40, 42.21
10.37, -25.41, -26.18, 10.36, 29.26, 14.51
-1.40, 12.11, 20.45, 8.87, 14.12, -17.34
20.73, -4.31, 44.55, 14.51, -9.41, -83.47
6.15, -1.75, -5.18, -19.77, -47.93, 46.37
2.50, -4.08, -13.90, 32.71, -86.93, -55.31
-3.47, 2.61, 17.17, 11.85, -89.91, -111.95
-2.82, 29.16, 22.47, 11.30, 12.87, -8.71
5.40, -3.97, -1.14, 7.37, -12.63, 5.18
9.35, 9.95, 17.08, 8.47, 6.51, 6.67
10.68, 3.06, 15.13, 6.90, 3.22, -7.37
6.87, 2.00, 7.31, 9.65, 5.33, 5.96
8.96, -7.91, 9.00, 9.65, 2.98, -6.04
7.62, 2.06, 3.86, 13.49, -1.65, -16.24
5.44, 2.07, 4.99, 9.18, 0.47, -6.04
6.28, 1.74, 9.70, 8.63, -1.10, -9.18
5.97, 0.30, 7.33, 9.26, 0.00, -6.67
6.51, -0.42, 6.93, 8.87, 0.08, -7.22
6.60, 2.74, 6.79, 8.79, 1.33, -7.45
6.59, 1.47, 7.46, 7.85, 0.55, -9.34
6.12, 2.90, 6.76, 8.79, -2.67, -16.24
6.14, 2.38, 11.05, 7.06, -0.86, -6.75
6.01, 1.77, 10.11, 9.73, -2.35, -10.04
6.57, -0.07, 9.56, 7.22, -2.51, -5.33
=
